Description,Index,Scenario,Perspective,Ambiguity
Pick up the yellow block closest to you that is touching a green block.,593,Configuration_13_v2.png,neither,1
Pick up the yellow block that is immediately to  the right of a green block.,1233,Configuration_13_v2.png,ambiguous,2
Pick up the yellow block to the right of the green block.,1486,Configuration_13_v2.png,ambiguous,2
Pick up the yellow block that is two blocks above the blue block closest to you.,1415,Configuration_13_v2.png,ambiguous,2
Pick up the yellow block that is in the middle by the green block.,1321,Configuration_13_v2.png,neither,1
Pick up the yellow block that is almost completely touching the green block on its side.,691,Configuration_13_v2.png,neither,1
Pick up the blue block located on the right side of the table,1343,Configuration_14_v1.png,ambiguous,2
I would ask them to lift the block in front of them on their right.,1463,Configuration_14_v1.png,agent,1
the blue block furthest to your right,1581,Configuration_14_v1.png,agent,1
pick up the blue cube furthest to your right,222,Configuration_14_v1.png,agent,1
Pick the solitary blue block on your right side,294,Configuration_14_v1.png,agent,1
Pick up the blue block that is furthest to your right.,326,Configuration_14_v1.png,agent,1
grab the blue block on your far right.,380,Configuration_14_v1.png,agent,1
please pick up the blue block next to the yellow on the left,466,Configuration_14_v1.png,ambiguous,2
Pick up the rightmost blue block.,498,Configuration_14_v1.png,ambiguous,2
Pick up the blue block near to the yellow block.,524,Configuration_14_v1.png,neither,2
The block is on the left side of the table. It is the one closest to the left corner.,552,Configuration_14_v1.png,ambiguous,2
pick up the blue block that is farthest to your right,714,Configuration_14_v1.png,agent,1
Pick up the blue block in front of the yellow block on your right,802,Configuration_14_v1.png,agent,1
you want the blue one directly before the yellow one on your right hand side,838,Configuration_14_v1.png,agent,1
"Pick up the blue block that is all by itself off to the side, next to the yellow block.",1020,Configuration_14_v1.png,neither,1
Pick up the blue block that is the farthest to your right,1066,Configuration_14_v1.png,agent,1
Pickup the blue block that is farthest right.,1220,Configuration_14_v1.png,ambiguous,2
On your right side there is a blue block sitting next to a yellow. No other blocks are touching them. Pick up this blue block.,1284,Configuration_14_v1.png,agent,1
Pick up the blue block that sits farthest to your right.,1238,Configuration_14_v1.png,agent,1
Pick up the blue block which is farthest to your right.,370,Configuration_14_v1.png,agent,1
Pick up the rightmost blue block.,924,Configuration_14_v1.png,ambiguous,2
Pick up the blue block on the right that is furthest away from any other blue block.,1447,Configuration_14_v1.png,ambiguous,1
"Pick up the blue block that is in front of and next to the yellow block, spaced further away from the rest of the blue blocks.",700,Configuration_14_v1.png,ambiguous,1
"Find all the blue blocks.  Now, pick up the blue block that is the rightmost.",260,Configuration_14_v1.png,ambiguous,2
Pick up the blue block that is on far right; it directly neighbors a yellow block.,894,Configuration_14_v1.png,ambiguous,2
Pick up the blue block that is farthest to the right.,878,Configuration_14_v1.png,ambiguous,2
Pick up the rightmost blue block.,852,Configuration_14_v1.png,ambiguous,2
Pick up the blue block that is the farthest to your right.,140,Configuration_14_v1.png,agent,1
Pick up the blue block furthest on the right.,1416,Configuration_14_v1.png,ambiguous,2
Pick up the blue block that is closest to the right side of the table.,730,Configuration_14_v1.png,ambiguous,2
pick up rightmost blue block,1568,Configuration_14_v1.png,ambiguous,2
"There are several blue blocks - most of them are quite close together, but one is further apart. Pick up that one - it should be on your right.",604,Configuration_14_v1.png,agent,1
Pick up the blue block furthest to the right,394,Configuration_14_v1.png,ambiguous,2
Pick up the blue block furthest to your right.,1210,Configuration_14_v1.png,agent,1
Pick up the blue block that is the furthest to the right.,948,Configuration_14_v1.png,ambiguous,2
Pick up the blue block farthest to your right.,1088,Configuration_14_v1.png,agent,1
Pick up the purple block furthest to the right.,762,Configuration_14_v1.png,ambiguous,2
"I would tell the robot to pick up the blue block on the far left, just above the yellow block and closer to me",52,Configuration_14_v1.png,ambiguous,2
Pick the blue block that is closer to you and right next to the yellow block,348,Configuration_14_v1.png,neither,1
Pick up the blue block that is on your far right.,480,Configuration_14_v1.png,agent,1
Grab the leftmost blue block.,148,Configuration_14_v1.png,ambiguous,2
pick up the rightmost blue block,904,Configuration_14_v1.png,ambiguous,2
blue block in front of you next to a yellow block,10,Configuration_14_v1.png,neither,1
Pick up the blue block on your far right.,1376,Configuration_14_v1.png,agent,1
Pick up the first blue block on the right side,1000,Configuration_14_v1.png,ambiguous,2
"Look at the green block in front of you. Do not grab that, but reach for the blue block that is on the other side of it, closest to me.",421,Configuration_14_v2.png,neither,1
In front of you is a green block. It is right in the middle of the collection of blocks. Please pick up the blue block that is right above that green block.,777,Configuration_14_v2.png,ambiguous,1
"Raise your right hand in the air, slide it towards your left,  towards the center of your chest area, reach directly across the table and touch the first blue block that is directly adjacent to the green block.",585,Configuration_14_v2.png,agent,1
pick up the blue block right in front of the first green block on your side.,753,Configuration_14_v2.png,ambiguous,1
Pick up the blue block that is behind the green block closest to you.,435,Configuration_14_v2.png,ambiguous,1
pick the second blue block from the bottom,1199,Configuration_14_v2.png,ambiguous,4
Please select the blue block near the green block closest to you in the center of the table.,203,Configuration_14_v2.png,neither,2
Ignore the stack of three blue blocks  and the single blue block and pick up the bottom blue block from the pair.,1099,Configuration_14_v2.png,ambiguous,2
"Reach out, move the green block out of the way, drag the blue block behind it toward you, and scoop it up.",1043,Configuration_14_v2.png,ambiguous,1
"Looking from left to right, ignore the first three purple blocks that you see. Now pick up the purple block is the closest to you out of the remaining three purple blocks. This block is touching another purple as well as located closer to you.",359,Configuration_14_v2.png,agent,1
"From your point of view, grab the blue block that is directly behind the closest green block to you.",1153,Configuration_14_v2.png,agent,1
Pick up the blue block that is in the middle and directly behind the green block and in front of another blue block.,983,Configuration_14_v2.png,ambiguous,1
you need to pick up the blue block sitting right behind the green block closest to you,1171,Configuration_14_v2.png,ambiguous,1
"In the center, there's a row of three blocks. A green block followed by two blue. Pick up the second blue.",673,Configuration_14_v2.png,neither,1
Pick up the blue block behind the closest green block.,1251,Configuration_14_v2.png,ambiguous,3
Pick up the blue block that is sandwiched between another blue block and that green one that is closest to you.,21,Configuration_14_v2.png,neither,1
Pick up the blue block that is directly behind the green block.,1432,Configuration_14_v2.png,ambiguous,2
Pick up the blue block that is above a green block and below another blue block.,31,Configuration_14_v2.png,ambiguous,1
"Pick up the second-nearest blue block to you, the one that is right next to and touching a green block.",665,Configuration_14_v2.png,neither,1
Pick up the blue block that's right next to the green block closest to you.,1051,Configuration_14_v2.png,neither,2
Pick up the blue block the is in front of the green block that is closet to you..,855,Configuration_14_v2.png,ambiguous,1
the second blue block from my left,1121,Configuration_14_v2.png,user,1
Pick up the blue block under the green block farthest away from you.,1547,Configuration_14_v2.png,ambiguous,1
Pick up the blue block that is directly behind the green block in front of you.,1271,Configuration_14_v2.png,ambiguous,1
pick up the lower middle blue block just above the green block,647,Configuration_14_v2.png,ambiguous,1
Narrow search to only blue blocks. Look for the blue blocks that are closest to you. Pick up the one that is second-closest to you.,787,Configuration_14_v2.png,neither,1
Pick up the middle blue block closest to you.,1513,Configuration_14_v2.png,neither,1
Pick up the blue block that is directly ahead of the closest green block to you.,933,Configuration_14_v2.png,ambiguous,1
Take the blue block right behind the green block that is directly in front of you.,815,Configuration_14_v2.png,ambiguous,1
Pick up the blue block that is directly in front of the closest green block to you.,229,Configuration_14_v2.png,ambiguous,1
Look for a blue block. Pick up the blue block that is the second furthest to the right of you.,1033,Configuration_14_v2.png,agent,1
There are two blue block in the center of the table.  Please pick up the blue block of these two that is closest to you.,627,Configuration_14_v2.png,neither,1
Pick up the closest blue block which is directly in front of you.,275,Configuration_14_v2.png,neither,1
Pick up the blue block that is in the middle of the table.,1322,Configuration_14_v2.png,neither,2
"There is a group of 2 blue blocks in the middle, pick up the one that is closest to you.",1135,Configuration_14_v2.png,neither,1
Pick up the blue block second from your right.,121,Configuration_14_v2.png,agent,1
Pick up the blue block in the exact center of the table closest to you.,189,Configuration_14_v2.png,neither,1
Pick up the blue block that is in front of the green block closest to you.,1307,Configuration_14_v2.png,ambiguous,1
Ignore the three blocks on your leftmost side and the single one on the right. Pick up the purple block of the two in the middle that is closest to you.,971,Configuration_14_v2.png,agent,1
Lift your right hand and put it over the table. i will guide you as to what direction and when to pick up an object. The object is the second block.,1403,Configuration_14_v2.png,agent,4
Pick up the blue block that is in front of a single blue block. The block is directly in front of you.,87,Configuration_14_v2.png,ambiguous,2
Pick up the blue box directly behind the green box that is closest to you.,1489,Configuration_14_v2.png,ambiguous,1
Pick up the blue block that is touching the green block closest to  you.,1289,Configuration_14_v2.png,neither,1
Pick the second blue block closest to you.,249,Configuration_14_v2.png,neither,1
"Near you in the middle, you see one green, then two blue blocks.  Please select blue block number 1.",1119,Configuration_14_v2.png,agent,1
